         1955994 function calls (1948908 primitive calls) in 9.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3168(around)
       82    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:638(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:312(get_visible_children)
       21    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:274(get_width_height)
       82    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:640(<genexpr>)
        1    0.000    0.000    0.003    0.003 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2340(_update_label_position)
       16    0.000    0.000    0.003    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:754(_set_scale)
        1    0.000    0.000    6.944    6.944 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3510(show)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:518(_get_text1_transform)
       26    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1509(convert_units)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\shape_base.py:140(atleast_3d)
        1    0.000    0.000    0.045    0.045 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:555(figure)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3488(set_ylim)
        1    0.000    0.000    0.000    0.000 {built-in method addToolBar}
      107    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:807(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:412(get_renderer)
       61    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:571(get_gid)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:955(_set_artist_props)
        1    0.000    0.000    0.006    0.006 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_axes.py:316(legend)
        1    0.000    0.000    0.041    0.041 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:619(show)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\pathlib.py:1035(__new__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:675(get_legend_handler)
        4    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:328(set_edgecolor)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\scale.py:639(scale_factory)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:380(sizeHint)
       70    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:913(get_markeredgecolor)
        5    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:669(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:4038(get_children)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:400(set_linestyle)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:140(get_grid_positions)
       81    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       14    0.000    0.000    0.000    0.000 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:162(<listcomp>)
        2    0.000    0.000    0.015    0.007 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2851(grid)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:106(get_active)
        2    0.000    0.000    0.157    0.078 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:472(_draw_idle)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:1754(nonsingular)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:884(set_antialiased)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2521(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:942(get_inverted)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:172(append)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1652(safe_first_element)
       14    0.000    0.000    0.000    0.000 c:/Users/chidi/OneDrive/Desktop/KUL/MAI/Sem 1/EA/Knapsack GA/Sln/Knapsack.py:161(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:1839(__new__)
       28    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(around)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:249(x0)
       17    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:707(_get_transformed_path)
       24    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:350(_set_nothing)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:324(get_transform)
       63    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:71(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:666(<listcomp>)
       16    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2889(__init__)
       44    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:364(resizeEvent)
       24    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1048(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2502(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:736(gcf)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2059(closeto)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1732(transform_path_affine)
       69    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:249(get_fillstyle)
       53    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       49    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:237(frozen)
        4    0.000    0.000    0.042    0.011 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1089(_get_tick_bboxes)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:816(get_dashes)
      6/4    0.000    0.000    0.009    0.002 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:471(<listcomp>)
        1    0.000    0.000    0.005    0.005 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2029(_get_tick_boxes_siblings)
        8    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2033(clip)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1000(get_hatch_color)
      139    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\sre_compile.py:759(compile)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\numeric.py:323(full_like)
        4    0.000    0.000    0.002    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:209(__call__)
       84    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_axes.py:203(set_xlabel)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2091(_update_offset_text_position)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\getlimits.py:237(_get_machar)
        8    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\pathlib.py:674(_from_parts)
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:380(set_linewidth)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:329(min)
       21    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:316(get_children)
       48    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:548(set_wrap)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1089(set_position)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:164(__getitem__)
       20    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:158(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:82(_clip_dep_is_byte_swapped)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\getlimits.py:399(_init)
       39    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:259(y0)
        1    0.000    0.000    0.156    0.156 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:400(draw)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:605(count_overlaps)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2843(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:521(_get_text2_transform)
        1    0.000    0.000    0.000    0.000 {built-in method update}
       19    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:214(get_tick_padding)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:334(max)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:659(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:264(get_canvas_width_height)
        1    0.000    0.000    6.903    6.903 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:1031(mainloop)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2721(get_affine)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:858(set_offset)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:308(_makeline)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:369(size)
        2    0.000    0.000    0.003    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:571(_findoffset)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\enum.py:664(value)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2210(__init__)
     10/1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:200(set_figure)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:448(_get_text2_transform)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1281(get_majorticklocs)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\scale.py:98(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1195(_set_title_offset_trans)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:149(get_patch_transform)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\qt_compat.py:209(_setDevicePixelRatioF)
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(clip)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:668(<listcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:445(_get_text1_transform)
        8    0.000    0.000    0.000    0.000 {built-in method palette}
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1052(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\enum.py:562(__new__)
       92    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2584(_amax_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1115(_get_legend_handles)
       56    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:274(get_marker)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\pathlib.py:697(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2069(le)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\_collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.087    0.044 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:2838(plot)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:729(get_extent)
       39    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3748(get_navigate)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:348(draw)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\signal.py:35(_enum_to_int)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1546(set_label_text)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:722(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2164(_process_single_axis)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1617(index_of)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:269(get_patch_transform)
       32    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:586(formatter)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ptp)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:833(set_clip_on)
       64    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:214(set_axis)
        9    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\warnings.py:130(filterwarnings)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2356(transform_path_non_affine)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(mean)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1327(contains_branch_seperately)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2048(__init__)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:856(get_snap)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:45(destroy)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:836(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\enum.py:283(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:355(set_position)
       77    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2709(_amin_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:281(_getdefaults)
       61    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:147(open_group)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:62(wrapper)
       39    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2995(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1451(update_units)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:890(_find_spec)
      8/4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2333(<lambda>)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:341(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3580(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:911(_set_position)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1520(transform_path)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        5    0.000    0.000    0.083    0.017 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:2366(gca)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:806(get_clip_path)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:735(add_artist)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2496(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:434(set_fill)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:989(get_hatch)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2962(_wait_cursor_for_draw_cm)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:186(_remove_proxy)
       61    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:154(close_group)
        1    0.000    0.000    0.006    0.006 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:344(get_window_extent)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1654(_set)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1012(get_sketch_params)
        2    0.000    0.000    0.000    0.000 {setAttribute}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:278(enterEvent)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:751(get_position)
       19    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:105(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2382(_update_offset_text_position)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:484(linear_spine)
        4    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\shape_base.py:1171(tile)
        5    0.000    0.000    0.082    0.016 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:2021(gca)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2076(ge)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:1323(_fixupParents)
       11    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:585(get_snap)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2327(_iter_break_from_left_to_right)
        6    0.000    0.000    0.003    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:271(get_offset)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\warnings.py:181(_add_filter)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1566(apply_aspect)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:999(argsort)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:45(_sum)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(hstack)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1008(get_hatch_linewidth)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1894(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1769(is_separable)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3647(set_boxstyle)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1529(transform_path_affine)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_1d)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:223(_get_multialignment)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:621(set_figure)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:286(leaveEvent)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1308(contains_branch)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2161(_process_unit_info)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(full_like)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2091(__eq__)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:369(__init__)
       47    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2333(_all_dispatcher)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1610(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2257(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:135(_commonType)
