         1955994 function calls (1948908 primitive calls) in 9.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:458(get_tight_layout)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:237(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method y}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:835(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1724(transform_non_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:1122(set_rotation)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3718(get_mutation_aspect)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:703(num2)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:838(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\multiarray.py:990(unravel_index)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:90(_take_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1737(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:297(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2075(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1994(draw)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:699(num2)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_subplots.py:83(get_subplotspec)
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method top}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:959(set_in_layout)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2079(get_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:710(get_gridspec)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}


